employeeId,date,hours,jobTitleCode,payTypeCode
61afe698d8527b018498632f,2026-04-06,1.97,10,3
61afe698d8527b018498632f,2026-04-07,5.43,10,3
61dcbc7b1f1796018ae5df47,2026-04-07,9.35,9,3
61afe698d8527b018498632f,2026-04-07,2.13,10,3
61afe698d8527b018498632f,2026-04-08,5.17,10,3
61afe698d8527b018498632f,2026-04-08,6.64,10,3
6157b715171b0f0189d78aa5,2026-04-08,7.59,10,3
682e734f2635b972aacdc1f8,2026-04-08,7.75,9,3
621f7a85ca16ef01aace573d,2026-04-08,7.99,9,3
6157b715171b0f0189d78aa5,2026-04-08,1.95,10,3
6157b715171b0f0189d78aa5,2026-04-09,5.5,10,3
61cc8943711df4018ae69d05,2026-04-08,2.12,10,3
61cc8943711df4018ae69d05,2026-04-09,5.98,10,3
61afe698d8527b018498632f,2026-04-08,1.97,10,3
61afe698d8527b018498632f,2026-04-09,5.07,10,3
66fb7682f472d33b68dae439,2026-04-09,7.35,10,3
61dcbc7b1f1796018ae5df47,2026-04-09,8.3,9,3
61cc8943711df4018ae69d05,2026-04-09,2.05,10,3
61cc8943711df4018ae69d05,2026-04-10,5.99,10,3
6936404f996df2d65bf8e071,2026-04-10,7.07,10,3
61afe698d8527b018498632f,2026-04-10,7.5,10,3
623e39f557edf601ab75ed14,2026-04-10,3.17,9,3
623e39f557edf601ab75ed14,2026-04-11,5.78,9,3
61cc8943711df4018ae69d05,2026-04-10,2.17,10,3
61cc8943711df4018ae69d05,2026-04-11,5.7,10,3
6936404f996df2d65bf8e071,2026-04-10,1.97,10,3
6936404f996df2d65bf8e071,2026-04-11,5.5,10,3
621f7a85ca16ef01aace573d,2026-04-11,8.17,9,3
6953046990b29aa86f3e5969,2026-04-11,8.54,10,3
61dcbc7b1f1796018ae5df47,2026-04-11,8.14,9,3
68c5b1cf3f5d966d2743ac2d,2026-04-11,2.03,9,3
68c5b1cf3f5d966d2743ac2d,2026-04-12,6.07,9,3
61cc8943711df4018ae69d05,2026-04-11,2.12,10,3
61cc8943711df4018ae69d05,2026-04-12,5.9,10,3
6953046990b29aa86f3e5969,2026-04-11,0.42,10,3
6953046990b29aa86f3e5969,2026-04-12,5.63,10,3
623e39f557edf601ab75ed14,2026-04-12,7.6,9,3
6953046990b29aa86f3e5969,2026-04-12,7.4,10,3
61cc8943711df4018ae69d05,2026-04-12,2.02,10,3
61cc8943711df4018ae69d05,2026-04-13,5.6,10,3
6953046990b29aa86f3e5969,2026-04-12,1.95,10,3
6953046990b29aa86f3e5969,2026-04-13,5.07,10,3
621f7a85ca16ef01aace573d,2026-04-13,7.34,9,3
60356dad72aa500016d568fd,2026-04-13,7.54,9,3
666b731c53f8a9d7f38b9436,2026-04-13,1.78,10,3
666b731c53f8a9d7f38b9436,2026-04-14,5.66,10,3
61dcbc7b1f1796018ae5df47,2026-04-14,8.09,9,3
66fb7682f472d33b68dae439,2026-04-14,1.9,10,3
66fb7682f472d33b68dae439,2026-04-15,5.65,10,3
64af1614deef5579a8683a30,2026-04-14,2.08,10,3
64af1614deef5579a8683a30,2026-04-15,5.52,10,3
69014e3b8b37b3c4db769e4b,2026-04-15,7.62,9,3
61afe698d8527b018498632f,2026-04-15,7.45,10,3
66fb7682f472d33b68dae439,2026-04-15,1.72,10,3
66fb7682f472d33b68dae439,2026-04-16,5.5,10,3
61afe698d8527b018498632f,2026-04-15,1.98,10,3
61afe698d8527b018498632f,2026-04-16,5.09,10,3
621f7a85ca16ef01aace573d,2026-04-16,8.05,9,3
61afe698d8527b018498632f,2026-04-16,3.83,10,3
61afe698d8527b018498632f,2026-04-17,5.51,10,3
6953046990b29aa86f3e5969,2026-04-16,1.87,10,3
6953046990b29aa86f3e5969,2026-04-17,5.52,10,3
61cc8943711df4018ae69d05,2026-04-16,2.17,10,3
61cc8943711df4018ae69d05,2026-04-17,5.87,10,3
666b731c53f8a9d7f38b9436,2026-04-16,2,10,3
666b731c53f8a9d7f38b9436,2026-04-17,5.5,10,3
60356dad72aa500016d568fd,2026-04-16,2.03,9,3
60356dad72aa500016d568fd,2026-04-17,5.82,9,3
61afe698d8527b018498632f,2026-04-17,7.24,10,3
666b731c53f8a9d7f38b9436,2026-04-17,1.85,10,3
666b731c53f8a9d7f38b9436,2026-04-18,5.5,10,3
60356dad72aa500016d568fd,2026-04-17,2.15,9,3
60356dad72aa500016d568fd,2026-04-18,6,9,3
61afe698d8527b018498632f,2026-04-17,1.98,10,3
61afe698d8527b018498632f,2026-04-18,5.51,10,3
63a9bfdbc01b7dd0c70fd271,2026-04-18,7.74,10,3
69014e3b8b37b3c4db769e4b,2026-04-18,7.54,9,3
5efa31b1b2e1150017a496d2,2026-04-18,7.69,9,3
5efa31b1b2e1150017a496d2,2026-04-18,7.49,9,3
61afe698d8527b018498632f,2026-04-18,7.29,10,3
66fb7682f472d33b68dae439,2026-04-18,1.82,10,3
66fb7682f472d33b68dae439,2026-04-19,5.58,10,3
68c5b1cf3f5d966d2743ac2d,2026-04-18,2.13,9,3
68c5b1cf3f5d966d2743ac2d,2026-04-19,5.77,9,3
61c760c512ebdb01f386afa8,2026-04-18,2.08,9,3
61c760c512ebdb01f386afa8,2026-04-19,6.14,9,3
61afe698d8527b018498632f,2026-04-18,1.98,10,3
61afe698d8527b018498632f,2026-04-19,5.44,10,3
63db3bb108d1f56324dc4fdf,2026-04-19,6.55,10,3
5efa31b1b2e1150017a496d2,2026-04-19,7.94,9,3
61d34b769d1842018a6dab4c,2026-04-19,7.6,10,3
6953046990b29aa86f3e5969,2026-04-19,7.75,10,3
60356dad72aa500016d568fd,2026-04-19,7.64,9,3
61afe698d8527b018498632f,2026-04-19,7.65,10,3
61d34b769d1842018a6dab4c,2026-04-19,1.98,10,3
61d34b769d1842018a6dab4c,2026-04-20,5.51,10,3
6953046990b29aa86f3e5969,2026-04-19,1.48,10,3
6953046990b29aa86f3e5969,2026-04-20,5.14,10,3
61afe698d8527b018498632f,2026-04-19,1.98,10,3
61afe698d8527b018498632f,2026-04-20,5.41,10,3
621f7a85ca16ef01aace573d,2026-04-20,7.64,9,3
60356dad72aa500016d568fd,2026-04-20,7.69,9,3
61d34b769d1842018a6dab4c,2026-04-20,3.83,10,3
61d34b769d1842018a6dab4c,2026-04-21,5.72,10,3
666b731c53f8a9d7f38b9436,2026-04-20,1.85,10,3
666b731c53f8a9d7f38b9436,2026-04-21,5.5,10,3
61afe698d8527b018498632f,2026-04-21,7.2,10,3
61dcbc7b1f1796018ae5df47,2026-04-21,8.07,9,3
666b731c53f8a9d7f38b9436,2026-04-21,1.97,10,3
666b731c53f8a9d7f38b9436,2026-04-22,5.52,10,3
61cc8943711df4018ae69d05,2026-04-21,1.75,10,3
61cc8943711df4018ae69d05,2026-04-22,5.87,10,3
61afe698d8527b018498632f,2026-04-21,1.97,10,3
61afe698d8527b018498632f,2026-04-22,5.42,10,3
61cc8943711df4018ae69d05,2026-04-22,7.49,10,3
61afe698d8527b018498632f,2026-04-22,6.72,10,3
60356dad72aa500016d568fd,2026-04-22,7.64,9,3
64af1614deef5579a8683a30,2026-04-22,2.08,10,3
64af1614deef5579a8683a30,2026-04-23,5.54,10,3
61cc8943711df4018ae69d05,2026-04-22,2,10,3
61cc8943711df4018ae69d05,2026-04-23,6.52,10,3
61afe698d8527b018498632f,2026-04-22,1.98,10,3
61afe698d8527b018498632f,2026-04-23,4.57,10,3
61cc8943711df4018ae69d05,2026-04-23,7.6,10,3
64f9d968be202a3a2e3aebeb,2026-04-23,2,10,3
64f9d968be202a3a2e3aebeb,2026-04-24,5.52,10,3
61cc8943711df4018ae69d05,2026-04-23,1.97,10,3
61cc8943711df4018ae69d05,2026-04-24,5.97,10,3
61cc8943711df4018ae69d05,2026-04-24,7.27,10,3
61afe698d8527b018498632f,2026-04-24,7.2,10,3
64e3bf6d3aa6333ac6efcaaf,2026-04-24,2.17,10,3
64e3bf6d3aa6333ac6efcaaf,2026-04-25,5.57,10,3
61afe698d8527b018498632f,2026-04-24,1.97,10,3
61afe698d8527b018498632f,2026-04-25,5.5,10,3
682e734f2635b972aacdc1f8,2026-04-25,7.05,9,3
621f7a85ca16ef01aace573d,2026-04-25,8.24,9,3
61d34b769d1842018a6dab4c,2026-04-25,7.62,10,3
682e734f2635b972aacdc1f8,2026-04-25,7.84,9,3
61dcbc7b1f1796018ae5df47,2026-04-25,7.9,9,3
61afe698d8527b018498632f,2026-04-25,7.02,10,3
61d34b769d1842018a6dab4c,2026-04-25,1.98,10,3
61d34b769d1842018a6dab4c,2026-04-26,5.54,10,3
61afe698d8527b018498632f,2026-04-25,1.98,10,3
61afe698d8527b018498632f,2026-04-26,5.47,10,3
69e75726402687aebe44a04a,2026-04-26,8,40,3
682e734f2635b972aacdc1f8,2026-04-26,8,9,3
66fb7682f472d33b68dae439,2026-04-26,7.47,10,3
60356dad72aa500016d568fd,2026-04-26,7.65,9,3
64f9d968be202a3a2e3aebeb,2026-04-26,4.15,10,3
64f9d968be202a3a2e3aebeb,2026-04-27,5.67,10,3
61d34b769d1842018a6dab4c,2026-04-26,1.87,10,3
61d34b769d1842018a6dab4c,2026-04-27,5.52,10,3
61cc8943711df4018ae69d05,2026-04-26,1.57,10,3
61cc8943711df4018ae69d05,2026-04-27,5.73,10,3
61dcbc7b1f1796018ae5df47,2026-04-27,7.94,9,3
64f9d968be202a3a2e3aebeb,2026-04-27,1.95,10,3
64f9d968be202a3a2e3aebeb,2026-04-28,5.5,10,3
61d34b769d1842018a6dab4c,2026-04-27,2,10,3
61d34b769d1842018a6dab4c,2026-04-28,5.52,10,3
61afe698d8527b018498632f,2026-04-27,1.98,10,3
61afe698d8527b018498632f,2026-04-28,4.79,10,3
621f7a85ca16ef01aace573d,2026-04-28,7.87,9,3
61d34b769d1842018a6dab4c,2026-04-28,7.3,10,3
649409bbfdebe497ce0a4f6b,2026-04-28,2.05,9,3
649409bbfdebe497ce0a4f6b,2026-04-29,5.47,9,3
61d34b769d1842018a6dab4c,2026-04-28,1.98,10,3
61d34b769d1842018a6dab4c,2026-04-29,5.51,10,3
61cc8943711df4018ae69d05,2026-04-28,2,10,3
61cc8943711df4018ae69d05,2026-04-29,6.09,10,3
61afe698d8527b018498632f,2026-04-28,1.92,10,3
61afe698d8527b018498632f,2026-04-29,5.2,10,3
621f7a85ca16ef01aace573d,2026-04-29,8.54,9,3
61afe698d8527b018498632f,2026-04-29,5.25,10,3
61cc8943711df4018ae69d05,2026-04-29,1.62,10,3
61cc8943711df4018ae69d05,2026-04-30,5.88,10,3
61afe698d8527b018498632f,2026-04-29,1.98,10,3
61afe698d8527b018498632f,2026-04-30,4.66,10,3
60356dad72aa500016d568fd,2026-04-30,7.6,9,3
61cc8943711df4018ae69d05,2026-04-30,3.93,10,3
61cc8943711df4018ae69d05,2026-05-01,6.02,10,3
66fb7682f472d33b68dae439,2026-04-30,1.95,10,3
66fb7682f472d33b68dae439,2026-05-01,5.65,10,3
68eee8268ccedb85bf5ba24a,2026-05-01,8.09,40,3
61dcbc7b1f1796018ae5df47,2026-05-01,7.82,9,3
61afe698d8527b018498632f,2026-05-01,7.32,10,3
68c5b1cf3f5d966d2743ac2d,2026-05-01,2.1,9,3
68c5b1cf3f5d966d2743ac2d,2026-05-02,6.52,9,3
61cc8943711df4018ae69d05,2026-05-01,1.97,10,3
61cc8943711df4018ae69d05,2026-05-02,5.98,10,3
61afe698d8527b018498632f,2026-05-01,1.97,10,3
61afe698d8527b018498632f,2026-05-02,5.48,10,3
63a9bfdbc01b7dd0c70fd271,2026-05-02,7.49,10,3
5efa31b1b2e1150017a496d2,2026-05-02,7.67,9,3
61d34b769d1842018a6dab4c,2026-05-02,7.42,10,3
5efa31b1b2e1150017a496d2,2026-05-02,7.77,9,3
66fb7682f472d33b68dae439,2026-05-02,7.62,10,3
621f7a85ca16ef01aace573d,2026-05-02,8.54,9,3
61afe698d8527b018498632f,2026-05-02,7.1,10,3
649409bbfdebe497ce0a4f6b,2026-05-02,1.78,9,3
649409bbfdebe497ce0a4f6b,2026-05-03,5.41,9,3
61d34b769d1842018a6dab4c,2026-05-02,2,10,3
61d34b769d1842018a6dab4c,2026-05-03,5.5,10,3
61cc8943711df4018ae69d05,2026-05-02,2.02,10,3
61cc8943711df4018ae69d05,2026-05-03,5.57,10,3
61afe698d8527b018498632f,2026-05-02,1.98,10,3
61afe698d8527b018498632f,2026-05-03,4.94,10,3
63a9bfdbc01b7dd0c70fd271,2026-05-03,7.4,10,3
5efa31b1b2e1150017a496d2,2026-05-03,7.7,9,3
68eee8268ccedb85bf5ba24a,2026-05-03,8.09,40,3
61d34b769d1842018a6dab4c,2026-05-03,7.19,10,3
66fb7682f472d33b68dae439,2026-05-03,7.52,10,3
61afe698d8527b018498632f,2026-05-03,7.19,10,3
61d34b769d1842018a6dab4c,2026-05-03,1.98,10,3
61d34b769d1842018a6dab4c,2026-05-04,5.54,10,3
61cc8943711df4018ae69d05,2026-05-03,2.03,10,3
61cc8943711df4018ae69d05,2026-05-04,5.92,10,3
61afe698d8527b018498632f,2026-05-03,1.97,10,3
61afe698d8527b018498632f,2026-05-04,5.33,10,3
621f7a85ca16ef01aace573d,2026-05-04,7.82,9,3
61d34b769d1842018a6dab4c,2026-05-04,3.65,10,3
61d34b769d1842018a6dab4c,2026-05-05,5.5,10,3
61afe698d8527b018498632f,2026-05-04,1.83,10,3
61afe698d8527b018498632f,2026-05-05,5.46,10,3
64af1614deef5579a8683a30,2026-05-04,2,10,3
64af1614deef5579a8683a30,2026-05-05,5.49,10,3
61d34b769d1842018a6dab4c,2026-05-05,7.69,10,3
61cc8943711df4018ae69d05,2026-05-05,1.92,10,3
61cc8943711df4018ae69d05,2026-05-06,5.55,10,3
61afe698d8527b018498632f,2026-05-05,1.43,10,3
61afe698d8527b018498632f,2026-05-06,5.49,10,3
621f7a85ca16ef01aace573d,2026-05-06,8.77,9,3
61dcbc7b1f1796018ae5df47,2026-05-06,8.29,9,3
61afe698d8527b018498632f,2026-05-06,6.97,10,3
61cc8943711df4018ae69d05,2026-05-06,3.88,10,3
61cc8943711df4018ae69d05,2026-05-07,6.07,10,3
649409bbfdebe497ce0a4f6b,2026-05-06,1.93,9,3
649409bbfdebe497ce0a4f6b,2026-05-07,5.74,9,3
61afe698d8527b018498632f,2026-05-06,1.98,10,3
61afe698d8527b018498632f,2026-05-07,5.04,10,3
6682626b0c8bae033d0c200a,2026-05-07,7.3,10,3
621f7a85ca16ef01aace573d,2026-05-07,7.57,9,3
68c5b1cf3f5d966d2743ac2d,2026-05-07,2.15,9,3
68c5b1cf3f5d966d2743ac2d,2026-05-08,5.85,9,3
61cc8943711df4018ae69d05,2026-05-07,2,10,3
61cc8943711df4018ae69d05,2026-05-08,6.07,10,3
61afe698d8527b018498632f,2026-05-07,1.68,10,3
61afe698d8527b018498632f,2026-05-08,5.72,10,3
61d34b769d1842018a6dab4c,2026-05-08,9.62,10,3
61d34b769d1842018a6dab4c,2026-05-09,6.12,10,3
621f7a85ca16ef01aace573d,2026-05-09,8.04,9,3
677f82a1f75c101b277eeee9,2026-05-09,8.02,9,3
66fb7682f472d33b68dae439,2026-05-09,7.12,10,3
61d34b769d1842018a6dab4c,2026-05-09,7.37,10,3
62e5cf35af382a01b9bc8166,2026-05-09,7.62,10,3
666b731c53f8a9d7f38b9436,2026-05-09,1.92,10,3
666b731c53f8a9d7f38b9436,2026-05-10,5.52,10,3
61cc8943711df4018ae69d05,2026-05-09,1.67,10,3
61cc8943711df4018ae69d05,2026-05-10,6.05,10,3
68c5b1cf3f5d966d2743ac2d,2026-05-09,2.08,9,3
68c5b1cf3f5d966d2743ac2d,2026-05-10,6.01,9,3
62e5cf35af382a01b9bc8166,2026-05-09,2,10,3
62e5cf35af382a01b9bc8166,2026-05-10,5.64,10,3
64af1614deef5579a8683a30,2026-05-09,2.05,10,3
64af1614deef5579a8683a30,2026-05-10,5.5,10,3
677f82a1f75c101b277eeee9,2026-05-10,7.55,9,3
61cc8943711df4018ae69d05,2026-05-10,7.27,10,3
677f82a1f75c101b277eeee9,2026-05-10,7.24,9,3
61afe698d8527b018498632f,2026-05-10,6.82,10,3
66fb7682f472d33b68dae439,2026-05-10,7.1,10,3
66fb7682f472d33b68dae439,2026-05-10,1.97,10,3
66fb7682f472d33b68dae439,2026-05-11,5.52,10,3
61cc8943711df4018ae69d05,2026-05-10,1.95,10,3
61cc8943711df4018ae69d05,2026-05-11,5.8,10,3
62e5cf35af382a01b9bc8166,2026-05-10,2.05,10,3
62e5cf35af382a01b9bc8166,2026-05-11,5.64,10,3
677f82a1f75c101b277eeee9,2026-05-11,8.07,9,3
60356dad72aa500016d568fd,2026-05-11,7.64,9,3
60356dad72aa500016d568fd,2026-05-11,7.85,9,3
618b5d8a4ee42001863ccd8f,2026-05-11,1.88,9,3
618b5d8a4ee42001863ccd8f,2026-05-12,5.49,9,3
61afe698d8527b018498632f,2026-05-11,1.67,10,3
61afe698d8527b018498632f,2026-05-12,5.53,10,3
60356dad72aa500016d568fd,2026-05-12,7.54,9,3
60356dad72aa500016d568fd,2026-05-12,1.95,9,3
60356dad72aa500016d568fd,2026-05-13,5.57,9,3
61afe698d8527b018498632f,2026-05-12,1.43,10,3
61afe698d8527b018498632f,2026-05-13,5.52,10,3
60356dad72aa500016d568fd,2026-05-13,7.54,9,3
621f7a85ca16ef01aace573d,2026-05-13,8.24,9,3
61afe698d8527b018498632f,2026-05-13,7.22,10,3
60356dad72aa500016d568fd,2026-05-13,2,9,3
60356dad72aa500016d568fd,2026-05-14,5.52,9,3
61cc8943711df4018ae69d05,2026-05-13,1.88,10,3
61cc8943711df4018ae69d05,2026-05-14,5.84,10,3
61afe698d8527b018498632f,2026-05-13,1.98,10,3
61afe698d8527b018498632f,2026-05-14,5.49,10,3
62e5cf35af382a01b9bc8166,2026-05-13,2.07,10,3
62e5cf35af382a01b9bc8166,2026-05-14,5.72,10,3
61d34b769d1842018a6dab4c,2026-05-14,7.3,10,3
61afe698d8527b018498632f,2026-05-14,7.52,10,3
60356dad72aa500016d568fd,2026-05-14,2.13,9,3
60356dad72aa500016d568fd,2026-05-15,5.52,9,3
61cc8943711df4018ae69d05,2026-05-14,1.9,10,3
61cc8943711df4018ae69d05,2026-05-15,5.57,10,3
61afe698d8527b018498632f,2026-05-14,1.98,10,3
61afe698d8527b018498632f,2026-05-15,5.54,10,3
62e5cf35af382a01b9bc8166,2026-05-14,2.12,10,3
62e5cf35af382a01b9bc8166,2026-05-15,5.52,10,3
68ae8a2d51a1696eaa18cbcf,2026-05-15,7.75,10,3
61d34b769d1842018a6dab4c,2026-05-15,7.32,10,3
61dcbc7b1f1796018ae5df47,2026-05-15,8.95,9,3
61afe698d8527b018498632f,2026-05-15,7.3,10,3
61cc8943711df4018ae69d05,2026-05-15,1.93,10,3
61cc8943711df4018ae69d05,2026-05-16,5.84,10,3
62e5cf35af382a01b9bc8166,2026-05-15,2.1,10,3
62e5cf35af382a01b9bc8166,2026-05-16,5.57,10,3
64044518b57721d93ee27e6c,2026-05-16,7.67,9,3
64044518b57721d93ee27e6c,2026-05-16,7.6,9,3
621f7a85ca16ef01aace573d,2026-05-16,7.69,9,3
61afe698d8527b018498632f,2026-05-16,7.14,10,3
6086469faa3cfa01663ff17b,2026-05-16,7.85,10,3
61afe698d8527b018498632f,2026-05-16,1.98,10,3
61afe698d8527b018498632f,2026-05-17,5.46,10,3
61cc8943711df4018ae69d05,2026-05-16,1.67,10,3
61cc8943711df4018ae69d05,2026-05-17,5.83,10,3
6086469faa3cfa01663ff17b,2026-05-16,1.53,10,3
6086469faa3cfa01663ff17b,2026-05-17,5.51,10,3
621f7a85ca16ef01aace573d,2026-05-17,8.84,9,3
61afe698d8527b018498632f,2026-05-17,7.32,10,3
6086469faa3cfa01663ff17b,2026-05-17,7.5,10,3
666b731c53f8a9d7f38b9436,2026-05-17,1.95,10,3
666b731c53f8a9d7f38b9436,2026-05-18,5.5,10,3
61c760c512ebdb01f386afa8,2026-05-17,2.17,9,3
61c760c512ebdb01f386afa8,2026-05-18,5.77,9,3
61afe698d8527b018498632f,2026-05-17,1.98,10,3
61afe698d8527b018498632f,2026-05-18,5.34,10,3
6086469faa3cfa01663ff17b,2026-05-17,1.98,10,3
6086469faa3cfa01663ff17b,2026-05-18,5.46,10,3
61d34b769d1842018a6dab4c,2026-05-18,7.42,10,3
61dcbc7b1f1796018ae5df47,2026-05-18,8.52,9,3
61afe698d8527b018498632f,2026-05-18,2,10,3
61afe698d8527b018498632f,2026-05-19,5.5,10,3
64044518b57721d93ee27e6c,2026-05-19,7.39,9,3
61afe698d8527b018498632f,2026-05-19,1.8,10,3
61afe698d8527b018498632f,2026-05-20,5.34,10,3
621f7a85ca16ef01aace573d,2026-05-20,7.89,9,3
61dcbc7b1f1796018ae5df47,2026-05-20,8.12,9,3
61afe698d8527b018498632f,2026-05-20,7.34,10,3
682e734f2635b972aacdc1f8,2026-05-20,4.19,9,3
61afe698d8527b018498632f,2026-05-20,1.98,10,3
61afe698d8527b018498632f,2026-05-21,4.79,10,3
621f7a85ca16ef01aace573d,2026-05-21,7.79,9,3
61afe698d8527b018498632f,2026-05-21,6.95,10,3
618b5d8a4ee42001863ccd8f,2026-05-21,7.27,9,3
61cc8943711df4018ae69d05,2026-05-21,1.92,10,3
61cc8943711df4018ae69d05,2026-05-22,5.77,10,3
61afe698d8527b018498632f,2026-05-21,1.98,10,3
61afe698d8527b018498632f,2026-05-22,5.52,10,3
61afe698d8527b018498632f,2026-05-22,7.44,10,3
61c760c512ebdb01f386afa8,2026-05-22,7.37,9,3
61cc8943711df4018ae69d05,2026-05-22,1.72,10,3
61cc8943711df4018ae69d05,2026-05-23,5.5,10,3
65ad25c646c0645699c60907,2026-05-23,7.45,9,3
6111c08d7f9b1e0166c65c2f,2026-05-23,7.24,9,3
6736102a85353a62229f98fb,2026-05-23,7.72,10,3
65ad25c646c0645699c60907,2026-05-23,7.65,9,3
61afe698d8527b018498632f,2026-05-23,6.94,10,3
649409bbfdebe497ce0a4f6b,2026-05-23,2,9,3
649409bbfdebe497ce0a4f6b,2026-05-24,5.72,9,3
61cc8943711df4018ae69d05,2026-05-23,1.97,10,3
61cc8943711df4018ae69d05,2026-05-24,5.43,10,3
6111c08d7f9b1e0166c65c2f,2026-05-24,7.84,9,3
64044518b57721d93ee27e6c,2026-05-24,7.55,9,3
60356dad72aa500016d568fd,2026-05-24,7.52,9,3
6736102a85353a62229f98fb,2026-05-24,7.7,10,3
60356dad72aa500016d568fd,2026-05-24,7.67,9,3
61dcbc7b1f1796018ae5df47,2026-05-25,7.92,9,3
61cc8943711df4018ae69d05,2026-05-26,2.17,10,3
61cc8943711df4018ae69d05,2026-05-27,5.6,10,3
61afe698d8527b018498632f,2026-05-26,1.92,10,3
61afe698d8527b018498632f,2026-05-27,5,10,3
621f7a85ca16ef01aace573d,2026-05-27,8.05,9,3
61afe698d8527b018498632f,2026-05-27,7.17,10,3
61cc8943711df4018ae69d05,2026-05-27,1.6,10,3
61cc8943711df4018ae69d05,2026-05-28,5.57,10,3
61afe698d8527b018498632f,2026-05-27,1.97,10,3
61afe698d8527b018498632f,2026-05-28,5.03,10,3
666b731c53f8a9d7f38b9436,2026-05-28,6.95,10,3
621f7a85ca16ef01aace573d,2026-05-28,8.07,9,3
61cc8943711df4018ae69d05,2026-05-28,3.03,10,3
61cc8943711df4018ae69d05,2026-05-29,6.09,10,3
691a0baf4768f544d43f8577,2026-05-28,2,10,3
691a0baf4768f544d43f8577,2026-05-29,5.52,10,3
61d34b769d1842018a6dab4c,2026-05-29,7.72,10,3
61dcbc7b1f1796018ae5df47,2026-05-29,8.34,9,3
61afe698d8527b018498632f,2026-05-29,7.34,10,3
691a0baf4768f544d43f8577,2026-05-29,2.15,10,3
691a0baf4768f544d43f8577,2026-05-30,5.67,10,3
61afe698d8527b018498632f,2026-05-29,1.98,10,3
61afe698d8527b018498632f,2026-05-30,5.44,10,3
68eee8268ccedb85bf5ba24a,2026-05-30,7.34,40,3
64044518b57721d93ee27e6c,2026-05-30,7.75,9,3
691a0baf4768f544d43f8577,2026-05-30,7.52,10,3
621f7a85ca16ef01aace573d,2026-05-30,7.97,9,3
691a0baf4768f544d43f8577,2026-05-30,1.97,10,3
691a0baf4768f544d43f8577,2026-05-31,5.53,10,3
64af1614deef5579a8683a30,2026-05-30,2.07,10,3
64af1614deef5579a8683a30,2026-05-31,5.58,10,3
6185a9a67c32790185b62be6,2026-05-30,2.1,10,3
6185a9a67c32790185b62be6,2026-05-31,5.45,10,3
61d34b769d1842018a6dab4c,2026-05-31,7.54,10,3
621f7a85ca16ef01aace573d,2026-05-31,8.05,9,3
61afe698d8527b018498632f,2026-05-31,7.39,10,3
691a0baf4768f544d43f8577,2026-05-31,7.6,10,3
